:START_ID,:END_ID,:TYPE,ratio,rule_type,description
śikhara,karnakuta_2,PART_OF,,HIERARCHY,"In a Bhadrakostha temple, the roof of the corner aediculae (karna-kuta) on the second storey is octagonal."
svastika_nasi,griva_2,LOCATED_AT,,SPATIAL,"On a Bhadrakostha temple, sixty-four Svastika-type false dormer windows are located on the attic (griva)."
vrttakuta_vimana,vimana_3,IS_A,,DEFINITION,The Vrttakuta is a temple type defined by having circular corner aediculae on each storey and a circular main roof broken by four false dormer windows. It is suitable for all gods.
sumangala_vimana,vimana_3,IS_A,,DEFINITION,"The Sumangala is a temple type defined as being rectangular, lacking median aediculae or projections, having oblong corner aediculae with elliptical roofs, and being crowned with a triple finial."
sumangala_vimana_length,sumangala_vimana_width,HAS_DIMENSION_RATIO,1.125,MEASUREMENT,The length of a Sumangala temple is one and one-eighth times its width.
stupi_traya,sumangala_vimana,PART_OF,,HIERARCHY,A Sumangala temple is endowed with a triple finial (stupi-traya).
garbhagrha_2,pañcadaśabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.2667,MEASUREMENT,"In a temple plan where the total width is 15 cubits and divided into 15 parts (aṁśa), the sanctum (garbhagrha) has a width of 4 parts."
bhadra_length,pañcadaśabhaga_vimana_plan,HAS_DIMENSION_RATIO,0.1333,MEASUREMENT,"In a 15-part temple plan, the median aediculae (bhadra) are two parts long."
dvitiya_tala,bhumi_tala,HAS_DIMENSION_RATIO,0.6,MEASUREMENT,"In a 15-part plan, the width of the second storey is six-tenths of the width of the ground floor."
gandhara_vimana,vimana_3,IS_A,,DEFINITION,"The Gandhara is a temple type with a square base, attic, and roof. It features specific counts of aediculae and niches, and is compatible with all types of bases, pillars, and other elements."
antima_tala,bhumi_tala,HAS_DIMENSION_RATIO,0.4,MEASUREMENT,"In a Gandhara temple, the width of the last storey is four-tenths of the width of the ground floor."
madhya_śālā,bhumi_tala,HAS_DIMENSION_RATIO,0.1333,MEASUREMENT,"On the last storey of a Gandhara temple, the central element (madhya-sala) is two parts wide, relative to the 15-part division of the ground floor."
griva_2,gandhara_vimana,PART_OF,,HIERARCHY,"The attic (griva) of a Gandhara temple is typically square, but may optionally be octagonal."
śikhara,gandhara_vimana,PART_OF,,HIERARCHY,"The roof (shikhara) of a Gandhara temple is typically square, but may optionally be octagonal."
vedi,karnakuta_2,PART_OF,,HIERARCHY,"In a Gandhara temple, if the corner aediculae (karna-kuta) are elevated, they must be placed upon a stereobate (vedi) at their base."
vedi,bhadra_2,PART_OF,,HIERARCHY,"In a Gandhara temple, if the median aediculae (bhadra) are elevated, they must be placed upon a stereobate (vedi) at their base."
sribhoga_2,prasada,IS_A,,DEFINITION,"Śrībhoga is a type of temple (Prāsāda) defined by having a circular stereobate (Adhiṣṭhāna), attic (Grīvā), and roof (Śikhara)."
kuta_7,tāla_3,LOCATED_AT,,SPATIAL,"Corner aediculae (Kūṭa) are located on each storey (Tala) of temples with specific plans like circular, elliptic, or octagonal."
śālā_7,tāla_3,LOCATED_AT,,SPATIAL,"Median aediculae (Śālā) are located on each storey (Tala) of temples with specific plans like circular, elliptic, or octagonal."
pañjara_3,tāla_3,LOCATED_AT,,SPATIAL,"Niches (Pañjara) are located on each storey (Tala) of temples with specific plans like circular, elliptic, or octagonal."
Ūrdhvabhāga,Adhobhāga,HAS_DIMENSION_RATIO,0.875,MEASUREMENT,"For circular or apsidal plans, the upper part of the structure is smaller than the lower part by one-eighth (ratio of 7/8)."
Ūrdhvabhāga,Adhobhāga,HAS_DIMENSION_RATIO,0.9,MEASUREMENT,"For circular or apsidal plans, the upper part of the structure can be smaller than the lower part by one-tenth (ratio of 9/10)."
arpita,prasada,IS_A,,DEFINITION,Arpita is a classification of temple that is defined by the absence of an aisle.
anarpita,prasada,IS_A,,DEFINITION,Anarpita is a classification of temple that is defined by the presence of an aisle.
alindra_2,anarpita,PART_OF,,HIERARCHY,An aisle (Alinda) is a defining component of an Anarpita temple.
garbhagrha_2,prasada,HAS_DIMENSION_RATIO,0.333,MEASUREMENT,The width of the sanctum (Garbhagṛha) can be one-third the width of the temple.
garbhagrha_2,prasada,HAS_DIMENSION_RATIO,0.6,MEASUREMENT,The width of the sanctum (Garbhagṛha) can be three-fifths the width of the temple.
garbhagrha_2,prasada,HAS_DIMENSION_RATIO,0.571,MEASUREMENT,The width of the sanctum (Garbhagṛha) can be four-sevenths the width of the temple.
garbhagrha_2,prasada,HAS_DIMENSION_RATIO,0.556,MEASUREMENT,The width of the sanctum (Garbhagṛha) can be five-ninths the width of the temple.
garbhagrha_2,prasada,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The width of the sanctum (Garbhagṛha) can be one-half the width of the temple.
adhisthana,griva_2,LOCATED_BELOW,,SPATIAL,The stereobate (Adhiṣṭhāna) is located beneath the attic (Grīvā).
adhisthana,kuta_7,LOCATED_BELOW,,SPATIAL,The stereobate (Adhiṣṭhāna) is located beneath the corner aediculae (Kūṭa).
adhisthana,śālā_7,LOCATED_BELOW,,SPATIAL,The stereobate (Adhiṣṭhāna) is located beneath the median aediculae (Śālā).
pañjara_3,adhisthana,LOCATED_AT,,SPATIAL,Niches (Pañjara) may be located on the stereobate (Adhiṣṭhāna).
Nāsī,adhisthana,LOCATED_AT,,SPATIAL,Small false dormer-windows (Nāsī) may be located on the stereobate (Adhiṣṭhāna).
Patratoraṇa,torana_3,IS_A,,HIERARCHY,Patratoraṇa is a type of arcature (Toraṇa) shaped like a crescent moon and decorated with foliage (Patra).
makaratorana,torana_3,IS_A,,HIERARCHY,Makaratoraṇa is a type of arcature (Toraṇa) featuring two Makaras and decorated with lianas.
Citratoraṇa,torana_3,IS_A,,HIERARCHY,Citratoraṇa is a highly ornate type of arcature (Toraṇa) featuring a central figure and Makaras from which various beings and garlands emerge.
Vidyādhara,Citratoraṇa,PART_OF,,HIERARCHY,"Vidyādhara figures are a decorative component of a Citratoraṇa, shown emerging from the mouths of Makaras."
pratimā,pañjara_3,LOCATED_AT,,SPATIAL,"Statues (Pratimā) are placed within niches (Pañjara), which are often situated under arcatures."
Toraṇapāda,torana_3,PART_OF,,HIERARCHY,Colonettes (Toraṇapāda) are the vertical support components of an arcature (Toraṇa).
Toraṇāṅga,stambha_5,HAS_DIMENSION_RATIO,0.4,MEASUREMENT,The height of the upper part of an arcature (Toraṇāṅga) is two-fifths the height of the corresponding building pillar (Stambha).
Toraṇapāda,stambha_5,HAS_DIMENSION_RATIO,0.6,MEASUREMENT,The height of an arcature's colonette (Toraṇapāda) is three-fifths the height of the corresponding building pillar (Stambha).
uttara_6,Toraṇapāda,LOCATED_ABOVE,,SPATIAL,The lintel (Uttara) and its associated mouldings are placed above the colonettes (Toraṇapāda) of an arcature.
torana_3,torana_3,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The width of an arcature (Toraṇa) can be specified as half of its height.
torana_3,dvara_4,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The height of an arcature (Toraṇa) can be equal to the height of the door (Dvāra).
torana_3,antarala_2,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The width of an arcature (Toraṇa) can be equal to the intercolumniation (Antarāla).
astamangala,Toraṇāṅga,LOCATED_AT,,SPATIAL,The eight beneficent objects (Aṣṭamaṅgala) are placed as decoration upon the upper part of an arcature (Toraṇāṅga).
Pañcavaktra,Toraṇāṅga,LOCATED_AT,,SPATIAL,Pañcavaktra is located on the gable of the upper part of the arcature (Toraṇāṅga).
srivatsa,astamangala,IS_A,,HIERARCHY,The Śrīvatsa symbol is one of the eight beneficent objects (Aṣṭamaṅgala).
nandyavarta_6,astamangala,IS_A,,HIERARCHY,The Nandyāvarta symbol is one of the eight beneficent objects (Aṣṭamaṅgala).
padmakumbhalata,kumbhalata,IS_A,,HIERARCHY,"The Padmakumbhalata is a specific type of Kumbhalata decorative motif, defined by a sequence of a lotiform base, a liana, a vase, a pilaster, and a crowning lotus on an abacus."
latā,padmādhāra,LOCATED_ABOVE,,SPATIAL,"Within the Padmakumbhalata motif, a liana (lata) element is positioned above a lotiform base (padmadhara)."
pilaster,kumbha_6,LOCATED_ABOVE,,SPATIAL,"Within the Padmakumbhalata motif, a pilaster is positioned above the vase (kumbha) element."
Padma,abacus,LOCATED_ABOVE,,SPATIAL,The summit of the Padmakumbhalata is a lotus (padma) which is located above the abacus.
stambhakumbhalata,kumbhalata,IS_A,,HIERARCHY,The Stambhakumbhalata is a type of Kumbhalata motif characterized by a dye ornamented with a human image placed above the upper joint of the pilaster.
stambhakumbhalata,bhitti_recess,LOCATED_AT,,SPATIAL,The Stambhakumbhalata motif is prescribed for placement within the recesses of walls in both divine and human dwellings.
ūrttasphuṭita_height,colonette_of_arcature_height,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The height of the Urttasphutita architectural ornament is equal to the height of the colonettes of the associated arcature.
ūrttasphuṭita_projection,ūrttasphuṭita_width,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The projection of the Urttasphutita ornament can be one half of its width.
ūrttasphuṭita_projection,ūrttasphuṭita_width,HAS_DIMENSION_RATIO,0.667,MEASUREMENT,The projection of the Urttasphutita ornament can be two-thirds of its width.
ūrttasphuṭita_projection,ūrttasphuṭita_width,HAS_DIMENSION_RATIO,0.333,MEASUREMENT,The projection of the Urttasphutita ornament can be one-third of its width.
sopana,tala_interspace,LOCATED_AT,,SPATIAL,A stairway (Sopana) is functionally located to provide passage between two storeys (Tala).
trikhanda_2,sopana,IS_A,,HIERARCHY,Trikhanda is a classified type of stairway (Sopana).
sankhamandala,sopana,IS_A,,HIERARCHY,Shankhamandala is a type of stairway (Sopana) that characteristically diminishes in width from the bottom to the top.
vallimandala,sopana,IS_A,,HIERARCHY,Vallimandala is a type of stairway (Sopana) designed to resemble a liana (valli) climbing and curling around a tree.
ardhagomūtra,sopana,IS_A,,HIERARCHY,Ardhagomutra is a classified type of stairway (Sopana).
bottom_step_width,sopāna_width,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The width of the bottom step of a stairway can be two times the overall width of the stairway.
bottom_step_width,sopāna_width,HAS_DIMENSION_RATIO,4.0,MEASUREMENT,The width of the bottom step of a stairway can be up to four times the overall width of the stairway.
steep_sopāna_step_height,steep_sopāna_step_depth,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,"For a steep stairway, the height of a step (riser) can be one quarter of its depth (tread)."
steep_sopāna_step_height,steep_sopāna_step_depth,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"For a steep stairway, the height of a step (riser) can be one half of its depth (tread)."
steep_sopāna_step_height,steep_sopāna_step_depth,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,"For a steep stairway, the height of a step (riser) can be three quarters of its depth (tread)."
accessible_sopāna_step_height,accessible_sopāna_step_depth,HAS_DIMENSION_RATIO,0.0625,MEASUREMENT,"For stairways designed for accessibility (for elephants, children, the aged), the step height (riser) should be one-sixteenth of its depth (tread)."
sopāna_dhāraṇī_thickness,sopāna_dhāraṇī_width,HAS_DIMENSION_RATIO,0.25,MEASUREMENT,The thickness of a stairway stringer (dharani) is one quarter of its width.
sopana,mukha_2,LOCATED_AT,,SPATIAL,"A staircase intended for ascending the main levels of a building (base, body, or entablature) can be located on the facade (mukha)."
sopana,pārśva,LOCATED_AT,,SPATIAL,"A staircase intended for ascending the main levels of a building (base, body, or entablature) can be located on the sides (parsva)."
sopāna_height,adhiṣṭhāna_height,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The total height of a stairway corresponds to and is equal to the height of the base (Adhisthana) it serves.
sopāna_height,building_body_height,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The total height of a stairway corresponds to and is equal to the height of the main body of the building it serves.
sopāna_height,prastara_height,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The total height of a stairway corresponds to and is equal to the height of the entablature (Prastara) it serves.
catuṣṭala_prāsāda,prasada,IS_A,,HIERARCHY,A Catushtala Prasada is a temple (Prasada) of four storeys (tala).
subhadraka,prasada,IS_A,,HIERARCHY,Subhadraka is a type of temple (prāsāda) with a square plan.
subhadraka_bhūtala,aṁśa_3,HAS_DIMENSION_RATIO,8.0,MEASUREMENT,The width of the ground floor of a Subhadraka temple is divided into 8 equal parts (aṁśa).
karnakuta_2,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On the ground floor of a Subhadraka temple, the corner aediculae (karṇakūṭa) are 1 part (aṁśa) wide."
śālā_7,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"On the ground floor of a Subhadraka temple, the elongated aediculae (śālā) are 2 parts (aṁśa) long."
pañjara_3,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"On the ground floor of a Subhadraka temple, the intermediate aediculae (pañjara) are 1 part (aṁśa) wide."
subhadraka_dvitīya_tala,subhadraka_bhūtala,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The width of the second storey of a Subhadraka temple is divided into 8 parts, same as the ground floor."
subhadraka_tṛtīya_tala,subhadraka_bhūtala,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,The width of the third storey of a Subhadraka temple is six-eighths (0.75) of the ground floor's width.
subhadraka_caturtha_tala,subhadraka_bhūtala,HAS_DIMENSION_RATIO,0.375,MEASUREMENT,The width of the fourth storey of a Subhadraka temple is three-eighths (0.375) of the ground floor's width.
adhisthana,aṁśa_3,HAS_DIMENSION_RATIO,2.5,MEASUREMENT,"In a Subhadraka temple, the height of the base (adhiṣṭhāna) is 2.5 parts (aṁśa) of the total height."
prathama_tala_pāda,aṁśa_3,HAS_DIMENSION_RATIO,5.0,MEASUREMENT,"In a Subhadraka temple, the height of the first storey's body (pāda) is 5 parts (aṁśa) of the total height."
prathama_tala_prastara,prathama_tala_pāda,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"In a Subhadraka temple, the height of the first storey's entablature (prastara) is half (0.5) the height of its body (pāda), equivalent to 2.5 parts."
dvitīya_tala_pāda,aṁśa_3,HAS_DIMENSION_RATIO,4.75,MEASUREMENT,"In a Subhadraka temple, the height of the second storey's body (pāda) is 4.75 parts (aṁśa) of the total height."
dvitīya_tala_prastara,aṁśa_3,HAS_DIMENSION_RATIO,2.25,MEASUREMENT,"In a Subhadraka temple, the height of the second storey's entablature (prastara) is 2.25 parts (aṁśa) of the total height."
tṛtīya_tala_pāda,dvitīya_tala_prastara,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"In a Subhadraka temple, the height of the third storey's body (pāda) is double (2.0) the height of the second storey's entablature, equivalent to 4.5 parts."
tṛtīya_tala_prastara,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"In a Subhadraka temple, the height of the third storey's entablature (prastara) is 2 parts (aṁśa) of the total height."
caturtha_tala_pāda,aṁśa_3,HAS_DIMENSION_RATIO,4.25,MEASUREMENT,"In a Subhadraka temple, the height of the fourth storey's body (pāda) is 4.25 parts (aṁśa) of the total height."
caturtha_tala_prastara,aṁśa_3,HAS_DIMENSION_RATIO,1.25,MEASUREMENT,"In a Subhadraka temple, the height of the fourth storey's entablature (prastara) is 1.25 parts (aṁśa) of the total height."
grīvāvedi,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"In a Subhadraka temple, the height of the attic's stereobate (grīvāvedi) is 1 part (aṁśa) of the total height."
griva_2,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"In a Subhadraka temple, the height of the attic (grīvā) is 2 parts (aṁśa) of the total height."
śikhara,aṁśa_3,HAS_DIMENSION_RATIO,4.5,MEASUREMENT,"In a Subhadraka temple, the height of the roof (śikhara) is 4.5 parts (aṁśa) of the total height."
stūpi,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,"In a Subhadraka temple, the height of the finial (stūpi) is 2 parts (aṁśa) of the total height."
srivisala_3,prasada,IS_A,,HIERARCHY,"Srivisala is a type of temple (prāsāda), characterized by a circular roof."
śrīviśāla_śikhara,vṛtta_śikhara,IS_A,,DEFINITION,The main roof (śikhara) of a Srivisala temple is circular (vṛtta).
garbhagrha_2,srivisala_3,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,"In a Srivisala temple, the width of the sanctum (garbhagṛha) is half (0.5) the total width of the building."
